Gene,Attention_Score
ABCB6,0.7224105
ATG9A,0.7224105
ANKZF1,0.7224105
TUBA4A,0.7224105
TUBA4B,0.7224105
DNAJB2,0.7224105
RESP18,0.7224105
DNPEP,0.7224105
SPEG,0.7224105
ASIC4,0.7224105
SLC4A3,0.7224105
EPHA4,1.0863711
SGPP2,1.0863711
MOGAT1,1.0863711
ACSL3,1.0863711
KCNE4,1.0863711
SCG2,1.0863711
CUL3,1.0863711
NYAP2,1.0863711
IRS1,1.0863711
SPHKAP,1.0863711
PID1,1.0863711
TRIP12,1.0863711
SLC16A14,1.0863711
SP110,1.0863711
CAB39,1.0863711
PSMD1,1.0863711
DIS3L2,1.0863711
ECEL1,1.0863711
PRSS56,1.0863711
EIF4E2,1.0863711
GIGYF2,0.92601115
NGEF,0.92601115
INPP5D,0.92601115
ATG16L1,0.92601115
DGKD,0.92601115
ARL4C,0.92601115
SH3BP4,0.92601115
AGAP1,0.92601115
IQCA1,0.92601115
ACKR3,0.92601115
LRRFIP1,0.92601115
RAMP1,0.92601115
ERFE,0.92601115
HES6,0.92601115
PER2,0.92601115
HDAC4,0.92601115
NDUFA10,0.92601115
COPS9,0.92601115
PASK,0.92601115
STK25,0.92601115
PDCD1,1.3851428
LOC285097,1.3851428
CHL1,1.3851428
CNTN6,1.3851428
CNTN4,1.3851428
LRRN1,1.3851428
SUMF1,1.3851428
ITPR1,1.3851428
BHLHE40,1.3851428
EDEM1,1.3851428
GRM7,1.3851428
LMCD1,1.3851428
OXTR,1.3851428
SRGAP3,1.3851428
CPNE9,1.3851428
OGG1,1.3851428
CAMK1,1.3851428
ARPC4,1.3851428
RPUSD3,1.3851428
CIDEC,1.3851428
CRELD1,1.1738435
PRRT3,1.1738435
EMC3,1.1738435
BRK1,1.1738435
TATDN2,1.1738435
GHRLOS,1.1738435
HRH1,1.1738435
ATG7,1.1738435
TAMM41,1.1738435
SYN2,1.1738435
TIMP4,1.1738435
PPARG,1.1738435
TSEN2,1.1738435
MKRN2,1.1738435
CAND2,1.1738435
RPL32,1.1738435
IQSEC1,1.1738435
FBLN2,1.1738435
WNT7A,1.1738435
TPRXL,1.1738435
CHCHD4,0.9001022
LSM3,0.9001022
SLC6A6,0.9001022
GRIP2,0.9001022
CCDC174,0.9001022
FGD5,0.9001022
RBSN,0.9001022
CAPN7,0.9001022
METTL6,0.9001022
HACL1,0.9001022
GALNT15,0.9001022
DPH3,0.9001022
OXNAD1,0.9001022
RFTN1,0.9001022
SATB1,0.9001022
KAT2B,0.9001022
ZNF385D,0.9001022
UBE2E2,0.9001022
RPL15,0.9001022
NR1D2,0.9001022
THRB,0.8416455
RARB,0.8416455
NGLY1,0.8416455
LRRC3B,0.8416455
NEK10,0.8416455
AZI2,0.8416455
ZCWPW2,0.8416455
RBMS3,0.8416455
STT3B,0.8416455
OSBPL10,0.8416455
GPD1L,0.8416455
CMTM8,0.8416455
CMTM7,0.8416455
CMTM6,0.8416455
TRIM71,0.8416455
CRTAP,0.8416455
SUSD5,0.8416455
FBXL2,0.8416455
UBP1,0.8416455
ARPP21,0.8416455
TRANK1,1.2957305
LRRFIP2,1.2957305
VILL,1.2957305
DLEC1,1.2957305
ACVR2B,1.2957305
EXOG,1.2957305
CX3CR1,1.2957305
MYRIP,1.2957305
EIF1B,1.2957305
ZNF620,1.2957305
CTNNB1,1.2957305
CCK,1.2957305
VIPR1,1.2957305
ZBTB47,1.2957305
HIGD1A,1.2957305
ANO10,1.2957305
ZNF35,1.2957305
ZNF502,1.2957305
TMEM42,1.2957305
ZDHHC3,1.2957305
TMEM158,0.98721707
LARS2,0.98721707
LZTFL1,0.98721707
FYCO1,0.98721707
CCR1,0.98721707
CCR5,0.98721707
LRRC2,0.98721707
ALS2CL,0.98721707
TMIE,0.98721707
PTH1R,0.98721707
CCDC12,0.98721707
KIF9-AS1,0.98721707
KIF9,0.98721707
KLHL18,0.98721707
SMARCC1,0.98721707
SPINK8,0.98721707
CCDC51,0.98721707
SHISA5,0.98721707
COL7A1,0.98721707
UQCRC1,0.98721707
CELSR3,0.83322954
NCKIPSD,0.83322954
IP6K2,0.83322954
PRKAR2A,0.83322954
P4HTM,0.83322954
WDR6,0.83322954
USP19,0.83322954
KLHDC8B,0.83322954
USP4,0.83322954
RHOA,0.83322954
TCTA,0.83322954
AMT,0.83322954
NICN1,0.83322954
BSN,0.83322954
APEH,0.83322954
RNF123,0.83322954
GMPPB,0.83322954
TRAIP,0.83322954
CAMKV,0.83322954
MST1R,0.83322954
MON1A,0.70364004
RBM6,0.70364004
RBM5,0.70364004
SEMA3B-AS1,0.70364004
IFRD2,0.70364004
HYAL3,0.70364004
TUSC2,0.70364004
ZMYND10,0.70364004
CACNA2D2,0.70364004
C3orf18,0.70364004
DOCK3,0.70364004
MANF,0.70364004
PARP3,0.70364004
RPL29,0.70364004
POC1A,0.70364004
ALAS1,0.70364004
TWF2,0.70364004
PPM1M,0.70364004
BAP1,0.70364004
NISCH,0.70364004
NT5DC2,1.0171767
PRKCD,1.0171767
DCP1A,1.0171767
CHDH,1.0171767
IL17RB,1.0171767
CACNA2D3,1.0171767
ERC2,1.0171767
CAST,1.0171767
ERC2-IT1,1.0171767
CCDC66,1.0171767
ARHGEF3,1.0171767
IL17RD,1.0171767
APPL1,1.0171767
DNAH12,1.0171767
DENND6A,1.0171767
SLMAP,1.0171767
ABHD6,1.0171767
PDHB,1.0171767
KCTD6,1.0171767
ACOX2,1.0171767
FAM107A,0.7781177
C3orf14,0.7781177
FEZF2,0.7781177
CADPS,0.7781177
SYNPR,0.7781177
THOC7,0.7781177
ATXN7,0.7781177
PSMD6,0.7781177
PRICKLE2,0.7781177
ADAMTS9,0.7781177
MAGI1,0.7781177
SLC25A26,0.7781177
SUCLG2,0.7781177
FAM19A1,0.7781177
UBA3,0.7781177
MITF,0.7781177
FOXP1,0.7781177
GPR27,0.7781177
RYBP,0.7781177
GXYLT2,0.7781177
PDZRN3,0.7082794
CNTN3,0.7082794
FAM86DP,0.7082794
ZNF717,0.7082794
ROBO1,0.7082794
GBE1,0.7082794
CHMP2B,0.7082794
HTR1F,0.7082794
ZNF654,0.7082794
C3orf38,0.7082794
EPHA3,0.7082794
ARL13B,0.7082794
STX19,0.7082794
DHFR2,0.7082794
EPHA6,0.7082794
CRYBG3,0.7082794
RIOX2,0.7082794
ST3GAL6-AS1,0.7082794
ST3GAL6,0.7082794
DCBLD2,0.7082794
CMSS1,0.7693618
FILIP1L,0.7693618
NIT2,0.7693618
LNP1,0.7693618
SENP7,0.7693618
TRMT10C,0.7693618
PCNP,0.7693618
RPS18,0.7693618
ZBTB11,0.7693618
PDCL3P4,0.7693618
CEP97,0.7693618
NXPE3,0.7693618
NFKBIZ,0.7693618
ALCAM,0.7693618
DUBR,0.7693618
BBX,0.7693618
IFT57,0.7693618
MYH15,0.7693618
DZIP3,0.7693618
NECTIN3,0.7693618
PHLDB2,1.1320459
TAGLN3,1.1320459
CD200,1.1320459
CCDC80,1.1320459
CFAP44,1.1320459
SPICE1,1.1320459
SIDT1,1.1320459
ATP6V1A,1.1320459
GRAMD1C,1.1320459
ZDHHC23,1.1320459
CCDC191,1.1320459
QTRT2,1.1320459
ZBTB20,1.1320459
GAP43,1.1320459
LSAMP,1.1320459
TMEM39A,1.1320459
POGLUT1,1.1320459
COX17,1.1320459
GSK3B,1.1320459
FSTL1,1.1320459
STXBP5L,0.8910293
FBXO40,0.8910293
HCLS1,0.8910293
GOLGB1,0.8910293
SLC15A2,0.8910293
CCDC58,0.8910293
FAM162A,0.8910293
DTX3L,0.8910293
PARP14,0.8910293
HSPBAP1,0.8910293
DIRC2,0.8910293
SEMA5B,0.8910293
PDIA5,0.8910293
HACD2,0.8910293
MYLK,0.8910293
CCDC14,0.8910293
KALRN,0.8910293
UMPS,0.8910293
SLC12A8,0.8910293
ZNF148,0.8910293
SNX4,0.8590288
OSBPL11,0.8590288
ALDH1L1,0.8590288
ZXDC,0.8590288
TXNRD3,0.8590288
CHCHD6,0.8590288
PLXNA1,0.8590288
ABTB1,0.8590288
MGLL,0.8590288
KBTBD12,0.8590288
LOC90246,0.8590288
RAB11B,0.8590288
HMCES,0.8590288
IFT122,0.8590288
PLXND1,0.8590288
TMCC1,0.8590288
TRH,0.8590288
FAM86HP,0.8590288
ASTE1,0.8590288
NEK11,0.8590288
CPNE4,0.7110884
TMEM108,0.7110884
TF,0.7110884
RAB6B,0.7110884
SLCO2A1,0.7110884
RYK,0.7110884
CEP63,0.7110884
STAG1,0.7110884
NCK1,0.7110884
DBR1,0.7110884
ARMC8,0.7110884
MRAS,0.7110884
CEP70,0.7110884
PIK3CB,0.7110884
FOXL2,0.7110884
MRPS22,0.7110884
COPB2,0.7110884
RBP1,0.7110884
NMNAT3,0.7110884
CLSTN2,0.7110884
SLC25A36,0.978065
PXYLP1,0.978065
ZBTB38,0.978065
RASA2,0.978065
RNF7,0.978065
ATP1B3,0.978065
TFDP2,0.978065
TRPC1,0.978065
PCOLCE2,0.978065
PAQR9,0.978065
U2SURP,0.978065
C3orf58,0.978065
PLOD2,0.978065
PLSCR4,0.978065
ZIC4,0.978065
ZIC1,0.978065
HLTF,0.978065
WWTR1,0.978065
RNF13,0.978065
PFN2,0.978065
SERP1,1.028863
EIF2A,1.028863
ERICH6-AS1,1.028863
SIAH2,1.028863
P2RY13,1.028863
P2RY12,1.028863
MBNL1,1.028863
P2RY1,1.028863
RAP2B,1.028863
GPR149,1.028863
PLCH1,1.028863
TIPARP,1.028863
LINC00886,1.028863
PTX3,1.028863
RSRC1,1.028863
MLF1,1.028863
GFM1,1.028863
LXN,1.028863
RARRES1,1.028863
MFSD1,1.028863
IQCJ,1.0806009
C3orf80,1.0806009
PPM1L,1.0806009
B3GALNT1,1.0806009
SPTSSB,1.0806009
SLITRK3,1.0806009
BCHE,1.0806009
ZBBX,1.0806009
SERPINI2,1.0806009
WDR49,1.0806009
SERPINI1,1.0806009
EGFEM1P,1.0806009
MECOM,1.0806009
MYNN,1.0806009
LRRC34,1.0806009
SEC62,1.0806009
PHC3,1.0806009
PRKCI,1.0806009
SLC7A14,1.0806009
EIF5A2,1.0806009
TNIK,0.8983454
FNDC3B,0.8983454
NCEH1,0.8983454
NLGN1,0.8983454
KCNMB2,0.8983454
PIK3CA,0.8983454
GNB4,0.8983454
ACTL6A,0.8983454
MRPL47,0.8983454
USP13,0.8983454
PEX5L,0.8983454
TTC14,0.8983454
CCDC39,0.8983454
DNAJC19,0.8983454
SOX2,0.8983454
MCF2L2,0.8983454
B3GNT5,0.8983454
KLHL24,0.8983454
YEATS2,0.8983454
MAP6D1,0.8983454
PARL,0.9724055
ABCC5,0.9724055
EIF2B5,0.9724055
AP2M1,0.9724055
ALG3,0.9724055
CAMK2N2,0.9724055
PSMD2,0.9724055
FAM131A,0.9724055
POLR2H,0.9724055
CHRD,0.9724055
EPHB3,0.9724055
MAGEF1,0.9724055
C3orf70,0.9724055
MAP3K13,0.9724055
IGF2BP2,0.9724055
ETV5,0.9724055
DGKG,0.9724055
CRYGS,0.9724055
DNAJB11,0.9724055
AHSG,0.9724055
KNG1,0.9236548
EIF4A2,0.9236548
ST6GAL1,0.9236548
RPL39L,0.9236548
RTP1,0.9236548
MASP1,0.9236548
SST,0.9236548
LPP,0.9236548
IL1RAP,0.9236548
OSTN,0.9236548
CCDC50,0.9236548
FGF12,0.9236548
MB21D2,0.9236548
HES1,0.9236548
ATP13A3,0.9236548
TMEM44,0.9236548
FAM43A,0.9236548
TNK2,0.9236548
TFRC,0.9236548
RNF168,0.9236548
PAK2,0.680034
NCBP2,0.680034
MELTF,0.680034
BDH1,0.680034
RUBCN,0.680034
FYTTD1,0.680034
LMLN,0.680034
ANKRD18DP,0.680034
ZNF718,0.680034
ZNF141,0.680034
PDE6B,0.680034
ATP5ME,0.680034
MYL5,0.680034
SLC49A3,0.680034
CPLX1,0.680034
RNF212,0.680034
SPON2,0.680034
CTBP1,0.680034
SLBP,0.680034
FGFR3,0.680034
NSD2,0.85374206
NELFA,0.85374206
NAT8L,0.85374206
HAUS3,0.85374206
MXD4,0.85374206
ZFYVE28,0.85374206
ADD1,0.85374206
NOP14,0.85374206
MSANTD1,0.85374206
RGS12,0.85374206
DOK7,0.85374206
LRPAP1,0.85374206
ADRA2C,0.85374206
FAM86EP,0.85374206
NSG1,0.85374206
STX18,0.85374206
MSX1,0.85374206
CYTL1,0.85374206
CRMP1,0.85374206
JAKMIP1,0.85374206
WFS1,0.6663779
MRFAP1,0.6663779
LINC02482,0.6663779
TBC1D14,0.6663779
CCDC96,0.6663779
TADA2B,0.6663779
SORCS2,0.6663779
ABLIM2,0.6663779
ACOX3,0.6663779
DEFB131A,0.6663779
WDR1,0.6663779
HS3ST1,0.6663779
CPEB2,0.6663779
CD38,0.6663779
TAPT1,0.6663779
LDB2,0.6663779
QDPR,0.6663779
DCAF16,0.6663779
SLIT2,0.6663779
ADGRA3,0.6663779
PPARGC1A,0.68754035
LGI2,0.68754035
ANAPC4,0.68754035
SEL1L3,0.68754035
TBC1D19,0.68754035
STIM2,0.68754035
PCDH7,0.68754035
ARAP2,0.68754035
NWD2,0.68754035
RELL1,0.68754035
TBC1D1,0.68754035
PTTG2,0.68754035
FAM114A1,0.68754035
KLHL5,0.68754035
WDR19,0.68754035
RFC1,0.68754035
RPL9,0.68754035
LIAS,0.68754035
SMIM14,0.68754035
UBE2K,0.68754035
PDS5A,1.2778028
N4BP2,1.2778028
APBB2,1.2778028
UCHL1,1.2778028
ATP8A1,1.2778028
KCTD8,1.2778028
GNPDA2,1.2778028
GABRG1,1.2778028
GABRA2,1.2778028
GABRA4,1.2778028
GABRB1,1.2778028
ATP10D,1.2778028
SLAIN2,1.2778028
SLC10A4,1.2778028
FRYL,1.2778028
DCUN1D4,1.2778028
SPATA18,1.2778028
RASL11B,1.2778028
FIP1L1,1.2778028
LNX1,1.2778028
PDGFRA,1.3458297
SRD5A3,1.3458297
CLOCK,1.3458297
NMU,1.3458297
CEP135,1.3458297
AASDH,1.3458297
ARL9,1.3458297
HOPX,1.3458297
SPINK2,1.3458297
REST,1.3458297
ADGRL3,1.3458297
EPHA5,1.3458297
CENPC,1.3458297
YTHDC1,1.3458297
GRSF1,1.3458297
MOB1B,1.3458297
SLC4A4,1.3458297
DBP,1.3458297
NPFFR2,1.3458297
ALB,1.3458297
CXCL3,1.2281234
CXCL2,1.2281234
MTHFD2L,1.2281234
AR,1.2281234
BTC,1.2281234
PARM1,1.2281234
RCHY1,1.2281234
USO1,1.2281234
NAAA,1.2281234
ART3,1.2281234
NUP54,1.2281234
FAM47E,1.2281234
STBD1,1.2281234
SHROOM3,1.2281234
SOWAHB,1.2281234
CCNI,1.2281234
CCNG2,1.2281234
CNOT6L,1.2281234
ANXA3,1.2281234
LINC01094,1.2281234
BMP2K,1.1571336
ANTXR2,1.1571336
PRDM8,1.1571336
RASGEF1B,1.1571336
TMEM150C,1.1571336
SEC31A,1.1571336
THAP9,1.1571336
COPS4,1.1571336
HELQ,1.1571336
MRPS18C,1.1571336
GPAT3,1.1571336
CDS1,1.1571336
WDFY3-AS2,1.1571336
MAPK10,1.1571336
AFF1,1.1571336
KLHL8,1.1571336
HSD17B11,1.1571336
NUDT10,1.1571336
SPARCL1,1.1571336
SPP1,1.1571336
PKD2,0.9536755
ABCG2,0.9536755
PPM1K,0.9536755
HERC6,0.9536755
HERC5,0.9536755
HERC3,0.9536755
FAM13A,0.9536755
TIGD2,0.9536755
SNCA,0.9536755
CCSER1,0.9536755
GRID2,0.9536755
PDLIM5,0.9536755
BMPR1B,0.9536755
TSPAN5,0.9536755
METAP1,0.9536755
MAP1A,0.9536755
ADH5,0.9536755
TRMT10A,0.9536755
MTTP,0.9536755
LAMTOR3,0.9536755
DDIT4L,0.7349308
EMCN,0.7349308
PPP3CA,0.7349308
FLJ20021,0.7349308
SLC39A8,0.7349308
NFKB1,0.7349308
CISD2,0.7349308
BDH2,0.7349308
CXXC4,0.7349308
TET2,0.7349308
PPA2,0.7349308
INTS12,0.7349308
NPNT,0.7349308
PAPSS1,0.7349308
HADH,0.7349308
LEF1,0.7349308
ETNPPL,0.7349308
MCUB,0.7349308
CASP6,0.7349308
GAR1,0.7349308
TIFA,0.81043285
ALPK1,0.81043285
ZGRF1,0.81043285
LARP7,0.81043285
CAMK2D,0.81043285
ARSJ,0.81043285
UGT8,0.81043285
NDST3,0.81043285
SNHG8,0.81043285
SEC24D,0.81043285
SYNPO2,0.81043285
USP53,0.81043285
C4orf3,0.81043285
PDE5A,0.81043285
PRDM5,0.81043285
QRFPR,0.81043285
ANXA5,0.81043285
PP12613,0.81043285
EXOSC9,0.81043285
BBS7,0.81043285
TRPC3,0.6381732
FGF2,0.6381732
NUDT6,0.6381732
SPRY1,0.6381732
ANKRD50,0.6381732
INTU,0.6381732
HSPA4L,0.6381732
MFSD8,0.6381732
PGRMC2,0.6381732
JADE1,0.6381732
SCLT1,0.6381732
C4orf33,0.6381732
PCDH10,0.6381732
SLC7A11,0.6381732
MGARP,0.6381732
SMC2,0.6381732
SETD7,0.6381732
MGST2,0.6381732
MAML3,0.6381732
SCOC,0.6381732
CLGN,0.66698974
ELMOD2,0.66698974
RNF150,0.66698974
IL15,0.66698974
INPP4B,0.66698974
USP38,0.66698974
FREM3,0.66698974
HHIP-AS1,0.66698974
ABCE1,0.66698974
SMAD1,0.66698974
ZNF827,0.66698974
EDNRA,0.66698974
TMEM184C,0.66698974
ARHGAP10,0.66698974
NR3C2,0.66698974
DCLK2,0.66698974
RPS3A,0.66698974
SH3D19,0.66698974
GATB,0.66698974
FBXW7,0.66698974
TRIM2,1.0869393
RNF175,1.0869393
SFRP2,1.0869393
MAP9,1.0869393
GUCY1A1,1.0869393
CTSO,1.0869393
PDGFC,1.0869393
GLRB,1.0869393
TMEM144,1.0869393
RXFP1,1.0869393
FNIP2,1.0869393
RAPGEF2,1.0869393
FSTL5,1.0869393
NPY1R,1.0869393
NPY5R,1.0869393
TRIM61,1.0869393
KLHL2,1.0869393
MSMO1,1.0869393
CPE,1.0869393
TLL1,1.0869393
SPOCK3,1.2514713
DDX60L,1.2514713
PALLD,1.2514713
SH3RF1,1.2514713
NEK1,1.2514713
CLCN3,1.2514713
MFAP3L,1.2514713
LOC441052,1.2514713
HMGB2,1.2514713
SCRG1,1.2514713
CEP44,1.2514713
HPGD,1.2514713
GLRA3,1.2514713
GPM6A,1.2514713
WDR17,1.2514713
ASB5,1.2514713
SPCS3,1.2514713
VEGFC,1.2514713
AGA,1.2514713
TENM3,1.2514713
DCTD,1.0697935
RWDD4,1.0697935
STOX2,1.0697935
ENPP6,1.0697935
CASP3,1.0697935
SLC25A4,1.0697935
CFAP97,1.0697935
SNX25,1.0697935
ANKRD37,1.0697935
C4orf47,1.0697935
CCDC110,1.0697935
PDLIM3,1.0697935
SORBS2,1.0697935
TLR3,1.0697935
FAM149A,1.0697935
CYP4V2,1.0697935
KLKB1,1.0697935
FAT1,1.0697935
SDHA,1.0697935
PDCD6,1.0697935
AHRR,1.1547889
EXOC3-AS1,1.1547889
CEP72,1.1547889
NKD2,1.1547889
LPCAT1,1.1547889
ICE1,1.1547889
MED10,1.1547889
UBE2QL1,1.1547889
NSUN2,1.1547889
SRD5A1,1.1547889
ADCY2,1.1547889
C5orf49,1.1547889
SEMA5A,1.1547889
SNHG18,1.1547889
CCT5,1.1547889
ROPN1L,1.1547889
ANKRD33B,1.1547889
DAP,1.1547889
CTNND2,1.1547889
DNAH5,1.1547889
TRIO,1.0088362
FAM105A,1.0088362
ANKH,1.0088362
ZNF622,1.0088362
RETREG1,1.0088362
BASP1-AS1,1.0088362
BASP1,1.0088362
LINC02217,1.0088362
CDH18,1.0088362
CDH12,1.0088362
CDH10,1.0088362
CDH9,1.0088362
CDH6,1.0088362
PDZD2,1.0088362
GOLPH3,1.0088362
MTMR12,1.0088362
SUB1,1.0088362
NPR3,1.0088362
TARS,1.0088362
C1QTNF3,1.0088362
RAI14,0.8770057
TTC23L,0.8770057
NADK2,0.8770057
RANBP3L,0.8770057
NIPBL,0.8770057
WDR70,0.8770057
LIFR,0.8770057
LIFR-AS1,0.8770057
RICTOR,0.8770057
FYB1,0.8770057
DAB2,0.8770057
PTGER4,0.8770057
PRKAA1,0.8770057
RPL37,0.8770057
CARD6,0.8770057
PLCXD3,0.8770057
OXCT1,0.8770057
GHR,0.8770057
CCDC152,0.8770057
ZNF131,0.8770057
NIM1K,0.7816049
HMGCS1,0.7816049
CCL28,0.7816049
PAIP1,0.7816049
MRPS30-DT,0.7816049
MRPS30,0.7816049
HCN1,0.7816049
EMB,0.7816049
PARP8,0.7816049
ITGA1,0.7816049
ARL15,0.7816049
HSPB3,0.7816049
CCNO,0.7816049
PLPP1,0.7816049
IL6ST,0.7816049
MAP3K1,0.7816049
PLK2,0.7816049
RAB3C,0.7816049
PART1,0.7816049
ELOVL7,0.7816049
ERCC8,0.7567084
NDUFAF2,0.7567084
ZSWIM6,0.7567084
KIF2A,0.7567084
DIMT1,0.7567084
HTR1A,0.7567084
SREK1IP1,0.7567084
CENPK,0.7567084
SGTB,0.7567084
NLN,0.7567084
ERBIN,0.7567084
MAST4,0.7567084
PIK3R1,0.7567084
CCNB1,0.7567084
GTF2H2B,0.7567084
MCCC2,0.7567084
CARTPT,0.7567084
MAP1B,0.7567084
FOXD1,0.7567084
BTF3,0.7567084
ANKRA2,1.3338107
ARHGEF28,1.3338107
ENC1,1.3338107
HEXB,1.3338107
GCNT4,1.3338107
HMGCR,1.3338107
SV2C,1.3338107
S100Z,1.3338107
CRHBP,1.3338107
AGGF1,1.3338107
TBCA,1.3338107
AP3B1,1.3338107
LHFPL2,1.3338107
DMGDH,1.3338107
BHMT2,1.3338107
HOMER1,1.3338107
CMYA5,1.3338107
THBS4,1.3338107
LOC644936,1.3338107
CRSP8P,1.3338107
FAM151B,1.0301476
RASGRF2,1.0301476
CKMT2,1.0301476
SSBP2,1.0301476
XRCC4,1.0301476
VCAN,1.0301476
EDIL3,1.0301476
CCNH,1.0301476
MEF2C,1.0301476
CETN3,1.0301476
MBLAC2,1.0301476
POLR3G,1.0301476
ADGRV1,1.0301476
NR2F1-AS1,1.0301476
NR2F1,1.0301476
KIAA0825,1.0301476
SLF1,1.0301476
MCTP1,1.0301476
GPR150,1.0301476
GLRX,1.0301476
ELL2,1.1448393
PCSK1,1.1448393
ERAP2,1.1448393
LIX1,1.1448393
RGMB,1.1448393
CHD1,1.1448393
ST8SIA4,1.1448393
PPIP5K2,1.1448393
C5orf30,1.1448393
NUDT12,1.1448393
EFNA5,1.1448393
CAMK4,1.1448393
STARD4,1.1448393
NREP,1.1448393
EPB41L4A,1.1448393
SRP19,1.1448393
DCP2,1.1448393
KCNN2,1.1448393
TRIM36,1.1448393
PGGT1B,1.1448393
CCDC112,0.7100264
TMED7,0.7100264
CDO1,0.7100264
AP3S1,0.7100264
DTWD2,0.7100264
PRR16,0.7100264
SRFBP1,0.7100264
SNCAIP,0.7100264
SNX2,0.7100264
SNX24,0.7100264
PPIC,0.7100264
CEP120,0.7100264
ZNF608,0.7100264
GRAMD2B,0.7100264
ALDH7A1,0.7100264
MEGF10,0.7100264
CTXN3,0.7100264
ISOC1,0.7100264
ADAMTS19,0.7100264
CHSY3,0.7100264
HINT1,1.1266401
LYRM7,1.1266401
CDC42SE2,1.1266401
RAPGEF6,1.1266401
ACSL6,1.1266401
P4HA2,1.1266401
PDLIM4,1.1266401
SLC22A5,1.1266401
C5orf56,1.1266401
RAD50,1.1266401
SOWAHA,1.1266401
LEAP2,1.1266401
AFF4,1.1266401
ZCCHC10,1.1266401
HSPA4,1.1266401
FSTL4,1.1266401
SKP1,1.1266401
UBE2B,1.1266401
CDKN2AIPNL,1.1266401
SAR1B,1.1266401
DDX46,0.98021024
C5orf24,0.98021024
PCBD2,0.98021024
CXCL14,0.98021024
TGFBI,0.98021024
SMAD5,0.98021024
SMIM32,0.98021024
KLHL3,0.98021024
FAM13B,0.98021024
NME5,0.98021024
BRD8,0.98021024
FAM53C,0.98021024
REEP2,0.98021024
EGR1,0.98021024
ETF1,0.98021024
CTNNA1,0.98021024
LRRTM2,0.98021024
SIL1,0.98021024
PAIP2,0.98021024
DNAJC18,0.98021024
UBE2D2,1.2273726
NRG2,1.2273726
IGIP,1.2273726
CYSTM1,1.2273726
SLC4A9,1.2273726
SRA1,1.2273726
APBB3,1.2273726
SLC35A4,1.2273726
DND1,1.2273726
ZMAT2,1.2273726
CNR1,1.2273726
PCDHA11,1.2273726
PCDHAC2,1.2273726
PCDHB2,1.2273726
ME1,1.2273726
PCDHB9,1.2273726
PCDHB10,1.2273726
PCDHB11,1.2273726
ME2,1.2273726
PCDHB12,1.2273726
PCDHB14,1.0578064
PCDHB18P,1.0578064
PCDHGA3,1.0578064
PCDHGB4,1.0578064
PCDHGC3,1.0578064
PCDHGC5,1.0578064
DIAPH1,1.0578064
RELL2,1.0578064
ARAP3,1.0578064
PCDH12,1.0578064
SPRY4,1.0578064
FGF1,1.0578064
ARHGAP26,1.0578064
NR3C1,1.0578064
KCTD16,1.0578064
PRELID2,1.0578064
TCERG1,1.0578064
PPP2R2B,1.0578064
DPYSL3,1.0578064
JAKMIP2,1.0578064
HTR4,1.2401385
ADRB2,1.2401385
AFAP1L1,1.2401385
GRPEL2,1.2401385
PPARGC1B,1.2401385
HMGXB3,1.2401385
CSF1R,1.2401385
SLC6A7,1.2401385
CAMK2A,1.2401385
TCOF1,1.2401385
CD74,1.2401385
RPS14,1.2401385
NDST1,1.2401385
MYOZ3,1.2401385
RBM22,1.2401385
DCTN4,1.2401385
SMIM3,1.2401385
GPX3,1.2401385
TNIP1,1.2401385
ANXA6,1.2401385
SLC36A1,1.0979732
SPARC,1.0979732
ATOX1,1.0979732
G3BP1,1.0979732
GRIA1,1.0979732
MFAP3,1.0979732
GALNT10,1.0979732
SAP30L,1.0979732
LARP1,1.0979732
GEMIN5,1.0979732
MRPL22,1.0979732
HAVCR2,1.0979732
FNDC9,1.0979732
THG1L,1.0979732
LSM11,1.0979732
CLINT1,1.0979732
ADRA1B,1.0979732
FABP6,1.0979732
SLU7,1.0979732
PTTG1,1.0979732
GABRB2,0.9549728
GABRA1,0.9549728
GABRG2,0.9549728
MAT2B,0.9549728
TENM2,0.9549728
WWC1,0.9549728
SLIT3,0.9549728
SPDL1,0.9549728
LCP2,0.9549728
RANBP17,0.9549728
FGF18,0.9549728
FBXW11,0.9549728
STK10,0.9549728
UBTD2,0.9549728
NEURL1B,0.9549728
ATP6V0E1,0.9549728
CREBRF,0.9549728
STC2,0.9549728
LINC01485,0.9549728
CPEB4,0.9549728
NSG2,1.0327652
HRH2,1.0327652
CPLX2,1.0327652
LOC100996385,1.0327652
KIAA1191,1.0327652
ARL10,1.0327652
NOP16,1.0327652
RNF44,1.0327652
GPRIN1,1.0327652
SNCB,1.0327652
EIF4E1B,1.0327652
UNC5A,1.0327652
UIMC1,1.0327652
ZNF346,1.0327652
RAB24,1.0327652
PRELID1,1.0327652
RGS14,1.0327652
F12,1.0327652
GRK6,1.0327652
PRR7,1.0327652
PDLIM7,1.2737982
DOK3,1.2737982
FAM153A,1.2737982
LOC728554,1.2737982
RMND5B,1.2737982
NHP2,1.2737982
COL23A1,1.2737982
CLK4,1.2737982
CANX,1.2737982
MAML1,1.2737982
LTC4S,1.2737982
MGAT4B,1.2737982
MRNIP,1.2737982
TBC1D9B,1.2737982
RASGEF1C,1.2737982
GFPT2,1.2737982
SCGB3A1,1.2737982
FLT4,1.2737982
MGAT1,1.2737982
BTNL9,1.2737982
TRIM7,0.8355927
TRIM41,0.8355927
TRIM52,0.8355927
FOXQ1,0.8355927
FOXF2,0.8355927
