"Name","final_test_metrics.pearson_r","Commit","Runtime","GitHub","Group","Notes","Tags","batch_size","dropout_rate","epochs","hidden_dims","learning_rate","weight_decay","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","test_mse_loss","train_mse_loss"
"dynamic_mlp_transcriptome+euclidean_FC_random3_fold3_final_eval","0.7411331087423355","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","3398","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_crjrph7w","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","512","0.3","100","[256,128]","0.0001","0","0.01476778331785821","12.044150720030204","0.7114070725697741","0.08747100085020065","0.7141075679928846","0.014570646919310091","0.5381889865415932","0.7551284731722139","16.11577614124191","0.9673330594052983","0.03104308620095253","0.9723277634346608","0.0020313390996307135","0.9716093516630228","0.940367787030689","0.9700446393704988","0.014467268325388432","0.005031926902582902"
"dynamic_mlp_transcriptome+euclidean_FC_random3_fold2_final_eval","0.778050473099111","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","4162","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_ic46usea","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","256","0.1","75","[256,128]","0.00009","0","0.014113761347663753","10.055977122826786","0.6869184982069053","0.0767216831445694","0.7513360214996024","0.011837422847747804","0.6031644327285401","0.7990327962480493","16.111736191132337","0.9867959995304098","0.020633947104215625","0.9888019802367612","0.0008292382699437439","0.988382074686478","0.9760259338642984","0.9871054463967304","0.011721793699133046","0.002358195589594214"
"dynamic_mlp_transcriptome+euclidean_FC_random3_fold1_final_eval","0.8285911143028888","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","5485","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_7ne8plsh","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","256","0.3","100","[512,256,128]","0.0001","0","0.012287354535039732","10.619643308186012","0.780418756678746","0.06893903017044067","0.7805503326960173","0.010498727671802044","0.6831708819726446","0.852120754778053","13.919225731877058","0.9861352970509532","0.02126738242805004","0.9866899426471488","0.0008159035933203995","0.987808278727604","0.9756867784638664","0.9879967387975266","0.010613041738157762","0.00285605182840384"
"dynamic_mlp_transcriptome+euclidean_FC_random3_fold0_final_eval","0.8567586062040988","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","5458","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_7ne8plsh","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","256","0.3","100","[512,256,128]","0.0001","0","0.012287354535039732","10.40089126445332","0.833731817429998","0.07334180921316147","0.8399839314326502","0.010324879549443722","0.7332216577914786","0.8675896680856157","13.860430626410702","0.9859718883721342","0.02069162391126156","0.986377911775876","0.0007773787947371602","0.9878599430907716","0.9755852457285008","0.9882102266906772","0.010238584277092242","0.002681909349004822"
"dynamic_mlp_transcriptome+euclidean_FC_random2_fold3_final_eval","0.7974771528738209","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","3872","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_tajbpw9o","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","256","0.3","75","[256,128]","0.00009","0.00001","0.01672342378536568","12.554209276582062","0.705419799438846","0.08308453112840652","0.7746336816598507","0.01345707569271326","0.6350450536063816","0.8232997282028233","17.886469505265946","0.96349049503931","0.034144334495067596","0.9634725568710004","0.0024413836654275656","0.9638502848411666","0.9253959165124768","0.9617436448880576","0.013410060880705716","0.005354636264025446"
"dynamic_mlp_transcriptome+euclidean_FC_random2_fold2_final_eval","0.8165102244685973","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","3626","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_6folt4ym","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","512","0","100","[256,128]","0.0001","0.00001","0.01720745026921997","11.395158892021836","0.7829066634424462","0.07239537686109543","0.7802813068951947","0.00981195643544197","0.6566577597074876","0.8419983618188547","13.90443789096268","0.9922433337662788","0.015462642535567284","0.993442614364679","0.0004107993736397475","0.9941687052064332","0.9882858992923764","0.9947450289842924","0.009749536904004904","0.0006873278603232609"
"dynamic_mlp_transcriptome+euclidean_FC_random2_fold1_final_eval","0.8465879395440022","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","6150","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_6tazkndy","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","128","0.2","75","[512,256,128]","0.0001","0.0001","0.012259821974589387","9.151199514428145","0.8500802145856954","0.07346537709236145","0.8343338605955506","0.010713169351220133","0.7124094897368142","0.8291492919760806","13.911391533141083","0.9892873584046418","0.01815049536526203","0.990558336015003","0.0005928320460952818","0.9912055632480063","0.9815872101113212","0.9911682973912154","0.01069051043434751","0.002334459611676246"
"dynamic_mlp_transcriptome+euclidean_FC_random2_fold0_final_eval","0.7838295933015862","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","6086","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_6tazkndy","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","128","0.2","75","[512,256,128]","0.0001","0.0001","0.012259821974589387","10.681461407813623","0.6111319083292525","0.07379327714443207","0.7593912286222845","0.012342379428446291","0.6026484204140515","0.8310300597753664","13.966967818452831","0.9904076968177729","0.01747954450547695","0.9913424654618446","0.0005435937782749534","0.9921295104399076","0.9840664607541804","0.9923541867994788","0.012333388509468572","0.002305656692083045"
"dynamic_mlp_transcriptome+euclidean_FC_random1_fold3_final_eval","0.8019344087592256","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","4417","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_wsizkb47","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","256","0","100","[256,128]","0.0001","0.0001","0.010322775920013004","10.87553604235251","0.6877605915879061","0.08136359602212906","0.7788636720971637","0.013264444656670094","0.6370574859885968","0.8204710532031658","13.827844941306903","0.9917724820342716","0.015353122726082802","0.9929752749941622","0.00041285459883511066","0.9937230819569598","0.9874247534262804","0.9941723703371256","0.013154556266963482","0.0007953161301996085"
"dynamic_mlp_transcriptome+euclidean_FC_random1_fold2_final_eval","0.8523711781577619","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","5366","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_9gvs8vtx","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","128","0.1","75","[256,128]","0.00009","0.00001","0.013236957131931097","10.410870777437149","0.8038067731036305","0.07457192987203598","0.8208952137035118","0.010720625519752502","0.7205229529940458","0.8729913464715785","15.352675262720098","0.9816246281617544","0.02480462566018105","0.9826339687509964","0.0011720637558028102","0.9828223009289508","0.9634788917652805","0.9822514701553896","0.010698948048589991","0.0027776858336333327"
"dynamic_mlp_transcriptome+euclidean_FC_random1_fold1_final_eval","0.7850222298730798","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","2573","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_8r76pmjc","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","512","0.2","100","[512,256,128]","0.00009","0","0.01109449862717436","10.60561336242906","0.709372571560332","0.07508344203233719","0.7695702805151013","0.01174746360629797","0.6075647651040321","0.7969129429081618","13.74853535193018","0.9868481456837188","0.01914272643625736","0.9894068202038993","0.0006595664890483022","0.9905985149827607","0.9809964738035204","0.9914321172435876","0.011796680458176594","0.002132719021602349"
"dynamic_mlp_transcriptome+euclidean_FC_random1_fold0_final_eval","0.8284083756504413","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","4053","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_8r76pmjc","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","256","0.2","75","[512,256,128]","0.00009","0.0001","0.011964053751024254","10.493492693984397","0.7797803586831878","0.06739207357168198","0.7976647690248974","0.00943905021995306","0.6812063924600806","0.8520112253153362","13.57414096358625","0.978935007618426","0.02826480008661747","0.9781186677545416","0.001417792635038495","0.9801526690595064","0.9589646020108754","0.9797660856128988","0.009377329249628912","0.0024284146680901646"
