"Name","final_train_metrics.pearson_r","final_test_metrics.pearson_r","Created","Runtime","End Time","Hostname","Notes","State","Tags","aug_prob","batch_size","binarize","d_model","deep_hidden_dims","dropout_rate","encoder_output_dim","epochs","include_coords","input_dim","lambda_reg","learning_rate","nhead","num_layers","token_encoder_dim","transformer_dropout","weight_decay","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.pearson_corr","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_corr","final_train_metrics.r2","final_train_metrics.short_r","fold0_epoch","fold0_train_loss","fold0_train_pearson","fold0_val_loss","fold0_val_pearson","fold1_epoch","fold1_train_loss","fold1_train_pearson","fold1_val_loss","fold1_val_pearson","fold2_epoch","fold2_train_loss","fold2_train_pearson","fold2_val_loss","fold2_val_pearson","inner_fold","mean_train_loss","mean_train_pearson","mean_val_loss","mean_val_pearson","test_mse_loss","test_pearson","train_mse_loss","train_pearson","use_alibi","best_parameters.use_alibis","parameters.use_alibis"
"shared_transformer_cls_transcriptome_FC_random8_fold1_final_eval","0.9866029873870832","0.7800552820142013","2025-05-07T04:23:18.000Z","3765","2025-05-07T05:26:03.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","9.910105111296408","0.6989294889477324","0.08387435972690582","0.7460138074919768","0.013988357968628408","","0.6006899274657544","0.8142639276147768","13.537370488405648","0.9854438770834154","0.025142280384898186","0.98513230344279","0.0011205022456124425","","0.965988242039563","0.9869866813029772","","","","","","","","","","","","","","","","","","","","","0.013988033402711151","","0.0020105422947285","","false","",""
"shared_transformer_cls_transcriptome_FC_random6_fold0_final_eval","0.9902569304534086","0.7800287697924819","2025-05-07T03:24:25.000Z","3457","2025-05-07T04:22:02.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.700953023938387","0.7041108656017906","0.08549989759922028","0.7397418538392023","0.014258811250329018","","0.5920954120284001","0.8076963852272288","14.023599076859528","0.9888278870899676","0.023554343730211254","0.9895694333099802","0.0009580536279827356","","0.9709399096211834","0.9903739431975548","","","","","","","","","","","","","","","","","","","","","0.014565146116253275","","0.0019041443610818244","","false","",""
"shared_transformer_cls_transcriptome_FC_random1_fold2_final_eval","0.9854693019594224","0.7781950661110006","2025-05-07T05:26:55.000Z","3651","2025-05-07T06:27:46.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","9.937046726753843","0.7527340323135322","0.08667890727519989","0.7088228357360093","0.01579475775361061","","0.5882448894976386","0.8159365424534422","13.35104155265056","0.9837188349527242","0.02520250715315342","0.9840679363665602","0.0011697221780195832","","0.9635518579323544","0.9862080683793896","","","","","","","","","","","","","","","","","","","","","0.01544851643176606","","0.002355877776724586","","false","",""
"shared_transformer_cls_transcriptome_FC_random42_fold0_final_eval","0.9878609275304632","0.7765752182029841","2025-05-07T03:34:52.000Z","3744","2025-05-07T04:37:16.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.229088056281489","0.7441781260338826","0.08062811195850372","0.7448814295730933","0.013611476868391035","","0.5842452261691756","0.7890330543271827","13.267839018872074","0.9865440116590888","0.02389959990978241","0.9861973943059514","0.001033661304973066","","0.9694869224484362","0.9889901647163704","","","","","","","","","","","","","","","","","","","","","0.013398483789597569","","0.0026731386330462827","","false","",""
"shared_transformer_cls_transcriptome_FC_random4_fold2_final_eval","0.9884527195239392","0.7746819591449796","2025-05-07T05:27:24.000Z","3758","2025-05-07T06:30:02.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.683344932036483","0.7640113168012637","0.07381357252597809","0.7135384733714679","0.010995482094585896","","0.5960704925245925","0.791338974106838","12.319763961249183","0.9862246188681985","0.022063350304961205","0.987247491334852","0.0008669730159454048","","0.9758844508780488","0.9895235740601688","","","","","","","","","","","","","","","","","","","","","0.010759089455509989","","0.00232055285455257","","false","",""
"shared_transformer_cls_transcriptome_FC_random5_fold0_final_eval","0.9854862503537886","0.7746122967157969","2025-05-07T03:34:52.000Z","3588","2025-05-07T04:34:40.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.57278295353196","0.7422846772411077","0.08778642863035202","0.7587572104145909","0.014772649854421616","","0.5959192018855648","0.7827351237115882","13.822400238410664","0.9822737454613438","0.02314129658043385","0.98341202306686","0.0010064310627058148","","0.969464764846679","0.9862661631649458","","","","","","","","","","","","","","","","","","","","","0.014744625301458515","","0.0021208829445444406","","false","",""
"shared_transformer_cls_transcriptome_FC_random8_fold2_final_eval","0.9859621732955456","0.7745517911761479","2025-05-07T05:26:09.000Z","3717","2025-05-07T06:28:06.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","11.208358425508186","0.7537950577614019","0.08543430268764496","0.7192221776937145","0.014607728458940985","","0.5965646201380242","0.8031109199735731","14.141249590240506","0.9806840184790728","0.02318583056330681","0.9842868667479532","0.0009876230033114552","","0.9697140643644782","0.987121062471012","","","","","","","","","","","","","","","","","","","","","0.014505448643691264","","0.002311913173498036","","false","",""
"shared_transformer_cls_transcriptome_FC_random1_fold3_final_eval","0.98861094131107","0.7701758374401894","2025-05-07T06:27:53.000Z","3241","2025-05-07T07:21:54.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","11.773472632576873","0.6618479736621915","0.08465747535228729","0.7355214197870513","0.014988228678703308","","0.589891186288408","0.7963350027648587","13.065775606553286","0.9880130745862884","0.020791832357645035","0.9877369641053104","0.0007930761785246432","","0.9758434851015988","0.988864976771684","","","","","","","","","","","","","","","","","","","","","0.0149374458193779","","0.0018918762650348968","","false","",""
"shared_transformer_cls_transcriptome_FC_random3_fold3_final_eval","0.9843306457143062","0.7616059653101719","2025-05-07T06:33:13.000Z","3014","2025-05-07T07:23:27.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.82483058635703","0.732005206322206","0.08299779891967773","0.7130629083970773","0.013527946546673776","","0.5712370010302057","0.8011880376675156","12.532340132131177","0.9824540011684116","0.026695536449551582","0.981618139794664","0.0012793773785233498","","0.962442459854326","0.986126948619913","","","","","","","","","","","","","","","","","","","","","0.013445872813463213","","0.002092290293882813","","false","",""
"shared_transformer_cls_transcriptome_FC_random2_fold0_final_eval","0.9877951103815296","0.7573991197217254","2025-05-07T03:35:56.000Z","3652","2025-05-07T04:36:48.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","12.804567873676993","0.5706383925411189","0.07871369272470474","0.7133900156996538","0.013890913687646387","","0.5527947524952909","0.8306158608957256","13.047563442621302","0.98587069182345","0.02454432286322117","0.9861936802645204","0.0010631363838911057","","0.968837892925046","0.988597707158494","","","","","","","","","","","","","","","","","","","","","0.013713682894236766","","0.002874738699859131","","false","",""
"shared_transformer_cls_transcriptome_FC_random9_fold1_final_eval","0.9870172168633686","0.7560458445746252","2025-05-07T04:34:07.000Z","3837","2025-05-07T05:38:04.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.136201711591394","0.688340055647185","0.07996053993701935","0.7116304328996097","0.013168945908546448","","0.5502323206063764","0.7956216062178108","12.9896939961465","0.9834732224543452","0.02475940063595772","0.985247654370998","0.0011278738966211677","","0.9676790303087912","0.9885756560704492","","","","","","","","","","","","","","","","","","","","","0.012832965433167724","","0.0019479089920175169","","false","",""
"shared_transformer_cls_transcriptome_FC_random4_fold0_final_eval","0.9885259416816612","0.7393625631358601","2025-05-07T03:27:23.000Z","3548","2025-05-07T04:26:31.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.88176361549876","0.6812149935837128","0.08630435168743134","0.6890431238446489","0.01503667328506708","","0.5060738011047241","0.7497978733322186","13.254515567999247","0.9867651126475848","0.022384628653526303","0.987216308232954","0.0009401841671206056","","0.9728492622970036","0.989481132227097","","","","","","","","","","","","","","","","","","","","","0.015440204915089102","","0.0018407156653004791","","false","",""
